שם הצעת החוק,מדרג,מספר חוק,ניקוד,קישור להצעת החוק,הסבר הדירוג,הערות אחרות,הגיע להצבעה?,עבר?,יוזם ראשון,חתומים,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"הצעת חוק פטור מתשלומים בעד ימי מילואים (תיקוני חקיקה), התשפ'ב-2022",,פ\24\3639,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2190688,,,0,0,אלי כהן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אלי כהן
"הצעת חוק לתיקון פקודת מס הכנסה (מיסוי קרן הון סיכון נסחרת), התשפ'ב-2022",,פ\24\3640,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2190702,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"הצעת חוק שירות המדינה (מינויים) (תיקון - הצהרת אמונים), התשפ'ב-2022",,פ\24\3641,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2190684,,,0,0,אלי כהן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אלי כהן
"הצעת חוק ביטוח בריאות ממלכתי (תיקון - צמצום הפערים בין הפריפריה למרכז), התשפ'ב-2022",,פ\24\3642,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2189876,,,0,0,אופיר סופר,שלמה קרעי,אורלי לוי אבקסיס,ינון אזולאי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אופיר סופרשלמה קרעיאורלי לוי אבקסיסינון אזולאי
"הצעת חוק הספורט (תיקון - זכויות ספורטאי קטין), התשפ'ב-2022",,פ\24\3643,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2190113,,,0,0,שרן מרים השכל,סימון דוידסון,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,שרן מרים השכלסימון דוידסון
"הצעת חוק העונשין (תיקון - ביטול עבירת המטרד על ידי עיסוק בזנות), התשפ""ב-2022",bignafcomp@gmail.com,פ/3644/24,1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2189628,"מוצע לבטל את סעיך העיסוק בזנות כעבירה במסגרת עברת המטרד, עבירה בעייתית בלאו הכי. ",,1,0,יסמין פרידמן,אבתיסאם מראענה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,יסמין פרידמןאבתיסאם מראענה
"הצעת חוק שירותי רווחה לאנשים עם מוגבלות, התשפ'ב-2022",,פ\24\3645,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2190619,,,0,0,יואב קיש,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,יואב קיש
"הצעת חוק לתיקון פקודת המשטרה (מינוי חשב המשטרה), התשפ'ב-2022",,פ\24\3646,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2190524,,,0,0,דוד אמסלם,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,דוד אמסלם
"הצעת חוק הביטוח הלאומי (תיקון - פטור מתשלומים של דמי ביטוח בעד ימי מילואים), התשפ'ב-2022",,פ\24\3647,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2189874,,,0,0,אופיר סופר,שלמה קרעי,אורלי לוי אבקסיס,ינון אזולאי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אופיר סופרשלמה קרעיאורלי לוי אבקסיסינון אזולאי
"הצעת חוק זכויות הסטודנט (תיקון - העדפה מתקנת ללוחמים), התשפ'ב-2022",,פ\24\3648,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2168395,,,0,0,יואב קיש,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,יואב קיש
"הצעת חוק הסכמים קיבוציים (תיקון - בחירות לוועד עובדים ולארגון יציג), התשפ'ב-2022",,פ\24\3649,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2190169,,,0,0,משה טור פז,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,משה טור פז
"הצעת חוק מעמדן של ההסתדרות הציונית העולמית ושל הסוכנות היהודית לארץ-ישראל (תיקון - ניהול והקצאת מקרקעין באזור יהודה והשומרון על ידי החטיבה להתיישבות), התשפ'ב-2022",,פ\24\3650,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2165912,,,0,0,בצלאל סמוטריץ',אופיר סופר,אורית מלכה סטרוק,מיכל וולדיגר,אבי מעוז,שמחה רוטמן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,בצלאל סמוטריץ'אופיר סופראורית מלכה סטרוקמיכל וולדיגראבי מעוזשמחה רוטמן
"הצעת חוק לתיקון פקודת הראיות (חיסיון רואה חשבון), התשפ""ב-2022",bignafcomp@gmail.com,פ/3651/24,1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2190868,"""הצעת החוק מבקשת לצרף את רואה החשבון לרשימת בעלי המקצוע הקבועה בפקודת הראיות, תוך קביעה שחיסיון זה יהיה ניתן להסרה בוויתור של הלקוח"" חוץ מרואה חשבון מבקר, כמובן",,1,0,יעקב אשר,ולדימיר בליאק,משה גפני,מיכאל מרדכי ביטון,שלמה קרעי,אורי מקלב,מיכאל מלכיאלי,מוסי רז,יצחק פינדרוס,ינון אזולאי,משה ארבל,דוד אמסלם,ענבר בזק,יעל רון בן משה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,יעקב אשרולדימיר בליאקמשה גפנימיכאל מרדכי ביטוןשלמה קרעיאורי מקלבמיכאל מלכיאלימוסי רזיצחק פינדרוסינון אזולאימשה ארבלדוד אמסלםענבר בזקיעל רון בן משה
"הצעת חוק התגמולים לנפגעי פעולות שנאה, התשפ'ב-2022",dup_laws_bot,פ\24\3652,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2190770,"ראה חוק
פ/2145/23 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2142037",,0,0,איתן גינזבורג,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,איתן גינזבורג
"הצעת חוק הקמת ועדת חקירה ממלכתית לפרשת הרוגלות בשימוש משטרת ישראל, התשפ""ב-2022",bignafcomp@gmail.com,פ/3653/24,2,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2190758,ועדת חקירה לפרשה אפשרית שבעלת פגיעה גבוהה בחירות ופרטיות הפרט.,,1,0,יואב קיש,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,יואב קיש
"הצעת חוק משמר עירוני, התשפ""ב-2022",bignafcomp@gmail.com,פ/3654/24,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2170082,"עוד ג'ובים. עוד הזדמנויות למריבות על סמכויות ואחר כך התנערות מאחריות. עדיף לטפל במסגרת הגופים הקיימים. נניח מתנדבי משטרה, או כוחות מילואים",,1,0,ניר ברקת,אופיר סופר,חיים ביטון,מאי גולן,גילה גמליאל,קטי קטרין שטרית,מכלוף מיקי זוהר,פטין מולא,דסטה גדי יברקן,יעקב אשר,שמחה רוטמן,אוריאל בוסו,יוסף טייב,מיכאל מלכיאלי,בצלאל סמוטריץ',אורית מלכה סטרוק,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ניר ברקתאופיר סופרחיים ביטוןמאי גולןגילה גמליאלקטי קטרין שטריתמכלוף מיקי זוהרפטין מולאדסטה גדי יברקןיעקב אשרשמחה רוטמןאוריאל בוסויוסף טייבמיכאל מלכיאליבצלאל סמוטריץ'אורית מלכה סטרוק
"הצעת חוק הפיקוח על צעצועים מסוכנים, התשפ'ב-2022",,פ\24\3655,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2189803,,,0,0,איתן גינזבורג,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,איתן גינזבורג
"הצעת חוק לשמירה על בטיחות מעליות, התשפ'ב-2022",,פ\24\3656,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2189802,,,0,0,איתן גינזבורג,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,איתן גינזבורג
"הצעת חוק ביטוח בריאות ממלכתי (תיקון - הקצאת תוספת שנתית ייעודית לתרופות למחלות יתומות בסל שירותי הבריאות), התשפ'ב-2022",,פ\24\3657,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2190620,,,0,0,יואב קיש,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,יואב קיש
"הצעת חוק לתיקון פקודת מס הכנסה (מיסוי הכנסה מהשכרת דירה למגורים), התשפ'ב-2022",,פ\24\3658,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2190108,,,0,0,נעמה לזימי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,נעמה לזימי
"הצעת חוק להסדרת הצבה של כוורות וייצור דבש, התשפ'ב-2022",,פ\24\3659,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2189801,,,0,0,איתן גינזבורג,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,איתן גינזבורג
"הצעת חוק התפזרות הכנסת העשרים וארבע, התשפ'ב-2022",dup_laws_bot,פ\24\3660,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2190561,"ראה חוק
פ/1554/24 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2159111",,1,0,יואב קיש,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,יואב קיש
הצעת חוק-יסוד: הכנסת (תיקון - סמכות זימון של ועדות הכנסת לגורמים פרטיים),,פ\24\3661,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2190604,,,0,0,יואב קיש,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,יואב קיש
"הצעת חוק החלת דיני הקרקעות והתכנון והבנייה הישראליים ביהודה והשומרון, התשפ'ב-2022",,פ\24\3662,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2190593,,,0,0,יואב קיש,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,יואב קיש
"הצעת חוק המכר (דירות) (הבטחת השקעות של רוכשי דירות) (תיקון - הבטחת נכסי בעלי דירות בעסקאות מסוג של התחדשות עירונית), התשפ'ב-2022",,פ\24\3663,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2190513,,,0,0,איתן גינזבורג,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,איתן גינזבורג
"הצעת חוק ירושלים ובנותיה, התשפ'ב-2022",,פ\24\3664,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2190589,,,0,0,יואב קיש,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,יואב קיש
"הצעת חוק לתיקון פקודת המשטרה (תיעוד חזותי של השימוש במכתזית), התשפ""ב-2022",bignafcomp@gmail.com,פ/3665/24,1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2190174,שקיפות משטרתית בעת שימוש בכח נגד אזרחים.,,1,0,גבי לסקי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,גבי לסקי
"הצעת חוק החלת הריבונות של מדינת ישראל בחבלי יהודה והשומרון, התשפ'ב-2022",dup_laws_bot,פ\24\3666,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2190587,"ביטול הממשל הצבאי אמנם חיובי, אך לא ברור מה הוא 'מרחב ההתיישבות' וזה יותר מדי מדיני. ראה חוק
פ/550/24 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156362",,0,0,יואב קיש,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,יואב קיש
"הצעת חוק בתי המשפט (תיקון - תקופת צינון למינוי היועץ המשפטי לממשלה או פרקליט המדינה כשופטים בבית המשפט העליון), התשפ'ב-2022",dup_laws_bot,פ\24\3667,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2166133,"לא רלוונטי ראה חוק
פ/1419/23 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2139862",,0,0,בצלאל סמוטריץ',אופיר סופר,מיכל וולדיגר,אורית מלכה סטרוק,אבי מעוז,שמחה רוטמן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,בצלאל סמוטריץ'אופיר סופרמיכל וולדיגראורית מלכה סטרוקאבי מעוזשמחה רוטמן
"הצעת חוק התחרות הכלכלית (תיקון - איסור פטור סוג להסדר בלעדיות), התשפ'ב-2022",,פ\24\3668,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2190114,,,0,0,מיכאל מרדכי ביטון,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מיכאל מרדכי ביטון
הצעת חוק-יסוד: ההתגברות (תיקוני חקיקה),,פ\24\3669,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2190584,,,0,0,יואב קיש,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,יואב קיש
"הצעת חוק לתיקון פקודת התעבורה (מונים למוניות והשכרת רכב), התשפ'ב-2022",,פ\24\3670,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2189805,,,0,0,איתן גינזבורג,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,איתן גינזבורג
"הצעת חוק הרשויות המקומיות (בחירת ראש רשות סגניו וכהונתם) (תיקון - פתיחה בחקירה כנגד ראשי רשויות), התשפ'ב-2022",,פ\24\3671,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2190209,,,0,0,אלי כהן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אלי כהן
"הצעת חוק הבחירות (דרכי תעמולה) (תיקון - תעמולה דיגיטלית), התשפ'ב-2022",,פ\24\3672,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2190769,,,0,0,איתן גינזבורג,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,איתן גינזבורג
"הצעת חוק למניעת פגיעה במדינת ישראל באמצעות חרם (תיקון - פיצויים ללא הוכחת נזק), התשפ'ב-2022",,פ\24\3673,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2190585,,,0,0,יואב קיש,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,יואב קיש
"הצעת חוק המתווכים במקרקעין (תיקון - אחריות לתשלום דמי תיווך), התשפ'ב-2022",,פ\24\3674,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2190517,,,0,0,איתן גינזבורג,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,איתן גינזבורג
"הצעת חוק הרב הצבאי הראשי, התשפ'ב-2022",dup_laws_bot,פ\24\3675,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2165915,"כל הפרטים הדקים בהצעה לא משנים לכאן או לכאן מבחינה ליברלית. ראה חוק
פ/746/24 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156131",,0,0,בצלאל סמוטריץ',אורית מלכה סטרוק,מיכל וולדיגר,אבי מעוז,שמחה רוטמן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,בצלאל סמוטריץ'אורית מלכה סטרוקמיכל וולדיגראבי מעוזשמחה רוטמן
"הצעת חוק יישום הסכם הביניים בדבר הגדה המערבית ורצועת עזה (הגבלת פעילות) (תיקון - עונשין על קיום פעילות), התשפ'ב-2022",,פ\24\3676,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2165951,,,0,0,בצלאל סמוטריץ',אופיר סופר,אורית מלכה סטרוק,מיכל וולדיגר,אבי מעוז,שמחה רוטמן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,בצלאל סמוטריץ'אופיר סופראורית מלכה סטרוקמיכל וולדיגראבי מעוזשמחה רוטמן
"הצעת חוק לביטול ההפליה ברכישת מקרקעין ביהודה והשומרון (ביטול החוק הירדני), התשפ'ב-2022",,פ\24\3677,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2165752,,,0,0,בצלאל סמוטריץ',אופיר סופר,אורית מלכה סטרוק,מיכל וולדיגר,אבי מעוז,שמחה רוטמן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,בצלאל סמוטריץ'אופיר סופראורית מלכה סטרוקמיכל וולדיגראבי מעוזשמחה רוטמן
"הצעת חוק לתיקון פקודת בתי הסוהר (איסור כבילה במוסדות רפואיים), התשפ'ב-2022",,פ\24\3678,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2189627,,,0,0,גבי לסקי,משה ארבל,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,גבי לסקימשה ארבל
"הצעת חוק ביטול המינהל האזרחי, התשפ'ב-2022",dup_laws_bot,פ\24\3679,3,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2165903,"יז: ביטול שלטון צבאי על אזרחים ראה חוק
פ/425/24 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156969",,0,0,בצלאל סמוטריץ',אופיר סופר,אורית מלכה סטרוק,מיכל וולדיגר,אבי מעוז,שמחה רוטמן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,בצלאל סמוטריץ'אופיר סופראורית מלכה סטרוקמיכל וולדיגראבי מעוזשמחה רוטמן
"הצעת חוק הנחה לחיילי צה'ל לוחמים בתחבורה ציבורית, התשפ'ב-2022",,פ\24\3680,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2189857,,,0,0,אופיר סופר,שלמה קרעי,אורלי לוי אבקסיס,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אופיר סופרשלמה קרעיאורלי לוי אבקסיס
